-0.00016052,0.00056152,0.00052806,0.00031373,9.8394e-05,0.00043843,0.00031122,0.00027609,-0.00018604,-0.00017438,-0.00010166,-9.0114e-05,0.00060145,-0.00060963,-0.0001139,0.00078428,0.00060968,0.0016119,0.00035396,0.00013703,0.00022679,-0.00019618,-0.0013143,-1.4279e-05,-0.00010063,-0.00018546,0.00014264,-0.00066046,0.00036136,0.00056031,-0.00016904,0.00055732,0.00043568,0.00036969,-0.00015117,-0.00021708,0.0001778,1.4616e-05,0.0030303,73.489
-0.00032103,0.001123,0.0010561,0.00062747,0.00019679,0.00087687,0.00062245,0.00055218,-0.00037209,-0.00034875,-0.00020332,-0.00018023,0.0012029,-0.0012193,-0.00022779,0.0015686,0.0012194,0.0032237,0.00070792,0.00027407,0.00045359,-0.00039236,-0.0026286,-2.8559e-05,-0.00020125,-0.00037092,0.00028527,-0.0013209,0.00072272,0.0011206,-0.00033807,0.0011146,0.00087137,0.00073938,-0.00030234,-0.00043417,0.00035561,2.9233e-05,0.0060606,73.746
-0.00048155,0.0016846,0.0015842,0.0009412,0.00029518,0.0013153,0.00093367,0.00082827,-0.00055813,-0.00052313,-0.00030498,-0.00027034,0.0018044,-0.0018289,-0.00034169,0.0023528,0.001829,0.0048356,0.0010619,0.0004111,0.00068038,-0.00058854,-0.0039429,-4.2838e-05,-0.00030188,-0.00055637,0.00042791,-0.0019814,0.0010841,0.0016809,-0.00050711,0.001672,0.001307,0.0011091,-0.00045351,-0.00065125,0.00053341,4.3849e-05,0.0090909,73.991
-0.00064207,0.0022461,0.0021122,0.0012549,0.00039358,0.0017537,0.0012449,0.0011044,-0.00074418,-0.0006975,-0.00040665,-0.00036046,0.0024058,-0.0024385,-0.00045559,0.0031371,0.0024387,0.0064475,0.0014158,0.00054814,0.00090718,-0.00078472,-0.0052572,-5.7118e-05,-0.00040251,-0.00074183,0.00057054,-0.0026418,0.0014454,0.0022412,-0.00067614,0.0022293,0.0017427,0.0014788,-0.00060469,-0.00086833,0.00071122,5.8466e-05,0.012121,74.016
-0.00080258,0.0028076,0.0026403,0.0015687,0.00049197,0.0021922,0.0015561,0.0013805,-0.00093022,-0.00087188,-0.00050831,-0.00045057,0.0030073,-0.0030481,-0.00056948,0.0039214,0.0030484,0.0080593,0.0017698,0.00068517,0.001134,-0.0009809,-0.0065715,-7.1397e-05,-0.00050313,-0.00092729,0.00071318,-0.0033023,0.0018068,0.0028016,-0.00084518,0.0027866,0.0021784,0.0018484,-0.00075586,-0.0010854,0.00088902,7.3082e-05,0.015152,74.05
-0.0009631,0.0033691,0.0031683,0.0018824,0.00059037,0.0026306,0.0018673,0.0016565,-0.0011163,-0.0010463,-0.00060997,-0.00054069,0.0036087,-0.0036578,-0.00068338,0.0047057,0.0036581,0.0096712,0.0021238,0.00082221,0.0013608,-0.0011771,-0.0078858,-8.5677e-05,-0.00060376,-0.0011127,0.00085581,-0.0039627,0.0021682,0.0033619,-0.0010142,0.0033439,0.0026141,0.0022181,-0.00090703,-0.0013025,0.0010668,8.7699e-05,0.018182,74.13
-0.0011236,0.0039306,0.0036964,0.0021961,0.00068876,0.003069,0.0021786,0.0019326,-0.0013023,-0.0012206,-0.00071163,-0.0006308,0.0042102,-0.0042674,-0.00079728,0.00549,0.0042677,0.011283,0.0024777,0.00095924,0.0015876,-0.0013733,-0.0092001,-9.9956e-05,-0.00070439,-0.0012982,0.00099845,-0.0046232,0.0025295,0.0039222,-0.0011833,0.0039013,0.0030498,0.0025878,-0.0010582,-0.0015196,0.0012446,0.00010232,0.021212,74.263
-0.0012841,0.0044922,0.0042245,0.0025099,0.00078715,0.0035075,0.0024898,0.0022087,-0.0014884,-0.001395,-0.00081329,-0.00072092,0.0048116,-0.004877,-0.00091117,0.0062742,0.0048774,0.012895,0.0028317,0.0010963,0.0018144,-0.0015694,-0.010514,-0.00011424,-0.00080501,-0.0014837,0.0011411,-0.0052836,0.0028909,0.0044825,-0.0013523,0.0044586,0.0034855,0.0029575,-0.0012094,-0.0017367,0.0014224,0.00011693,0.024242,74.455
-0.0014446,0.0050537,0.0047525,0.0028236,0.00088555,0.0039459,0.002801,0.0024848,-0.0016744,-0.0015694,-0.00091495,-0.00081103,0.0054131,-0.0054866,-0.0010251,0.0070585,0.0054871,0.014507,0.0031857,0.0012333,0.0020412,-0.0017656,-0.011829,-0.00012851,-0.00090564,-0.0016691,0.0012837,-0.0059441,0.0032523,0.0050428,-0.0015213,0.0050159,0.0039211,0.0033272,-0.0013605,-0.0019537,0.0016002,0.00013155,0.027273,74.717
-0.0016052,0.0056152,0.0052806,0.0031373,0.00098394,0.0043843,0.0031122,0.0027609,-0.0018604,-0.0017438,-0.0010166,-0.00090114,0.0060145,-0.0060963,-0.001139,0.0078428,0.0060968,0.016119,0.0035396,0.0013703,0.0022679,-0.0019618,-0.013143,-0.00014279,-0.0010063,-0.0018546,0.0014264,-0.0066046,0.0036136,0.0056031,-0.0016904,0.0055732,0.0043568,0.0036969,-0.0015117,-0.0021708,0.001778,0.00014616,0.030303,75.009
-0.0017657,0.0061767,0.0058086,0.0034511,0.0010823,0.0048228,0.0034235,0.003037,-0.0020465,-0.0019181,-0.0011183,-0.00099126,0.006616,-0.0067059,-0.0012529,0.0086271,0.0067065,0.01773,0.0038936,0.0015074,0.0024947,-0.002158,-0.014457,-0.00015707,-0.0011069,-0.00204,0.001569,-0.007265,0.003975,0.0061634,-0.0018594,0.0061306,0.0047925,0.0040666,-0.0016629,-0.0023879,0.0019558,0.00016078,0.033333,75.303
-0.0019262,0.0067382,0.0063367,0.0037648,0.0011807,0.0052612,0.0037347,0.0033131,-0.0022325,-0.0020925,-0.0012199,-0.0010814,0.0072174,-0.0073155,-0.0013668,0.0094114,0.0073161,0.019342,0.0042475,0.0016444,0.0027215,-0.0023542,-0.015772,-0.00017135,-0.0012075,-0.0022255,0.0017116,-0.0079255,0.0043363,0.0067237,-0.0020284,0.0066879,0.0052282,0.0044363,-0.0018141,-0.002605,0.0021337,0.0001754,0.036364,75.671
-0.0020867,0.0072998,0.0068647,0.0040785,0.0012791,0.0056996,0.0040459,0.0035892,-0.0024186,-0.0022669,-0.0013216,-0.0011715,0.0078189,-0.0079252,-0.0014807,0.010196,0.0079258,0.020954,0.0046015,0.0017815,0.0029483,-0.0025503,-0.017086,-0.00018563,-0.0013081,-0.0024109,0.0018543,-0.0085859,0.0046977,0.007284,-0.0021975,0.0072452,0.0056639,0.004806,-0.0019652,-0.0028221,0.0023115,0.00019001,0.039394,76.131
-0.0022472,0.0078613,0.0073928,0.0043923,0.0013775,0.0061381,0.0043571,0.0038653,-0.0026046,-0.0024413,-0.0014233,-0.0012616,0.0084203,-0.0085348,-0.0015946,0.01098,0.0085355,0.022566,0.0049555,0.0019185,0.0031751,-0.0027465,-0.0184,-0.00019991,-0.0014088,-0.0025964,0.0019969,-0.0092464,0.0050591,0.0078444,-0.0023665,0.0078025,0.0060996,0.0051756,-0.0021164,-0.0030392,0.0024893,0.00020463,0.042424,76.685
-0.0024077,0.0084228,0.0079208,0.004706,0.0014759,0.0065765,0.0046684,0.0041414,-0.0027907,-0.0026156,-0.0015249,-0.0013517,0.0090218,-0.0091444,-0.0017084,0.011764,0.0091452,0.024178,0.0053094,0.0020555,0.0034019,-0.0029427,-0.019715,-0.00021419,-0.0015094,-0.0027819,0.0021395,-0.0099068,0.0054204,0.0084047,-0.0025355,0.0083599,0.0065352,0.0055453,-0.0022676,-0.0032562,0.0026671,0.00021925,0.045455,77.326
-0.0025683,0.0089843,0.0084489,0.0050197,0.0015743,0.007015,0.0049796,0.0044174,-0.0029767,-0.00279,-0.0016266,-0.0014418,0.0096232,-0.009754,-0.0018223,0.012548,0.0097548,0.02579,0.0056634,0.0021926,0.0036287,-0.0031389,-0.021029,-0.00022847,-0.00161,-0.0029673,0.0022822,-0.010567,0.0057818,0.008965,-0.0027046,0.0089172,0.0069709,0.005915,-0.0024187,-0.0034733,0.0028449,0.00023386,0.048485,78.036
-0.0027288,0.0095458,0.008977,0.0053335,0.0016727,0.0074534,0.0052908,0.0046935,-0.0031628,-0.0029644,-0.0017282,-0.0015319,0.010225,-0.010364,-0.0019362,0.013333,0.010365,0.027402,0.0060174,0.0023296,0.0038555,-0.0033351,-0.022343,-0.00024275,-0.0017107,-0.0031528,0.0024248,-0.011228,0.0061431,0.0095253,-0.0028736,0.0094745,0.0074066,0.0062847,-0.0025699,-0.0036904,0.0030227,0.00024848,0.051515,78.669
-0.0028893,0.010107,0.009505,0.0056472,0.0017711,0.0078918,0.005602,0.0049696,-0.0033488,-0.0031388,-0.0018299,-0.0016221,0.010826,-0.010973,-0.0020501,0.014117,0.010974,0.029014,0.0063713,0.0024666,0.0040823,-0.0035312,-0.023657,-0.00025703,-0.0018113,-0.0033382,0.0025674,-0.011888,0.0065045,0.010086,-0.0030426,0.010032,0.0078423,0.0066544,-0.0027211,-0.0039075,0.0032005,0.0002631,0.054545,79.26
-0.0030498,0.010669,0.010033,0.0059609,0.0018695,0.0083303,0.0059133,0.0052457,-0.0035349,-0.0033131,-0.0019316,-0.0017122,0.011428,-0.011583,-0.002164,0.014901,0.011584,0.030625,0.0067253,0.0026037,0.0043091,-0.0037274,-0.024972,-0.00027131,-0.0019119,-0.0035237,0.0027101,-0.012549,0.0068659,0.010646,-0.0032117,0.010589,0.008278,0.0070241,-0.0028723,-0.0041246,0.0033783,0.00027771,0.057576,79.731
-0.0032103,0.01123,0.010561,0.0062747,0.0019679,0.0087687,0.0062245,0.0055218,-0.0037209,-0.0034875,-0.0020332,-0.0018023,0.012029,-0.012193,-0.0022779,0.015686,0.012194,0.032237,0.0070792,0.0027407,0.0045359,-0.0039236,-0.026286,-0.00028559,-0.0020125,-0.0037092,0.0028527,-0.013209,0.0072272,0.011206,-0.0033807,0.011146,0.0087137,0.0073938,-0.0030234,-0.0043417,0.0035561,0.00029233,0.060606,80.257
-0.0033708,0.011792,0.011089,0.0065884,0.0020663,0.0092071,0.0065357,0.0057979,-0.0039069,-0.0036619,-0.0021349,-0.0018924,0.012631,-0.012802,-0.0023918,0.01647,0.012803,0.033849,0.0074332,0.0028777,0.0047627,-0.0041198,-0.0276,-0.00029987,-0.0021132,-0.0038946,0.0029953,-0.01387,0.0075886,0.011767,-0.0035498,0.011704,0.0091493,0.0077635,-0.0031746,-0.0045587,0.0037339,0.00030695,0.063636,80.656
-0.0035314,0.012353,0.011617,0.0069021,0.0021647,0.0096456,0.0068469,0.006074,-0.004093,-0.0038363,-0.0022366,-0.0019825,0.013232,-0.013412,-0.0025057,0.017254,0.013413,0.035461,0.0077872,0.0030148,0.0049895,-0.004316,-0.028915,-0.00031415,-0.0022138,-0.0040801,0.003138,-0.01453,0.00795,0.012327,-0.0037188,0.012261,0.009585,0.0081332,-0.0033258,-0.0047758,0.0039117,0.00032156,0.066667,81.042
-0.0036919,0.012915,0.012145,0.0072159,0.0022631,0.010084,0.0071582,0.0063501,-0.004279,-0.0040106,-0.0023382,-0.0020726,0.013833,-0.014021,-0.0026196,0.018038,0.014023,0.037073,0.0081411,0.0031518,0.0052163,-0.0045121,-0.030229,-0.00032843,-0.0023144,-0.0042655,0.0032806,-0.01519,0.0083113,0.012887,-0.0038878,0.012818,0.010021,0.0085028,-0.0034769,-0.0049929,0.0040895,0.00033618,0.069697,81.437
-0.0038524,0.013476,0.012673,0.0075296,0.0023615,0.010522,0.0074694,0.0066262,-0.0044651,-0.004185,-0.0024399,-0.0021627,0.014435,-0.014631,-0.0027335,0.018823,0.014632,0.038685,0.0084951,0.0032888,0.0054431,-0.0047083,-0.031543,-0.00034271,-0.002415,-0.004451,0.0034232,-0.015851,0.0086727,0.013447,-0.0040569,0.013376,0.010456,0.0088725,-0.0036281,-0.00521,0.0042673,0.00035079,0.072727,81.886
-0.0040129,0.014038,0.013201,0.0078433,0.0024599,0.010961,0.0077806,0.0069023,-0.0046511,-0.0043594,-0.0025415,-0.0022529,0.015036,-0.015241,-0.0028474,0.019607,0.015242,0.040297,0.0088491,0.0034259,0.0056699,-0.0049045,-0.032858,-0.00035699,-0.0025157,-0.0046364,0.0035659,-0.016511,0.009034,0.014008,-0.0042259,0.013933,0.010892,0.0092422,-0.0037793,-0.0054271,0.0044451,0.00036541,0.075758,82.383
-0.0041734,0.0146,0.013729,0.0081571,0.0025583,0.011399,0.0080918,0.0071783,-0.0048372,-0.0045338,-0.0026432,-0.002343,0.015638,-0.01585,-0.0029613,0.020391,0.015852,0.041908,0.009203,0.0035629,0.0058967,-0.0051007,-0.034172,-0.00037127,-0.0026163,-0.0048219,0.0037085,-0.017172,0.0093954,0.014568,-0.0043949,0.01449,0.011328,0.0096119,-0.0039305,-0.0056441,0.0046229,0.00038003,0.078788,82.918
-0.0043339,0.015161,0.014258,0.0084708,0.0026566,0.011838,0.0084031,0.0074544,-0.0050232,-0.0047082,-0.0027449,-0.0024331,0.016239,-0.01646,-0.0030752,0.021176,0.016461,0.04352,0.009557,0.0036999,0.0061235,-0.0052969,-0.035486,-0.00038554,-0.0027169,-0.0050074,0.0038512,-0.017832,0.0097568,0.015128,-0.004564,0.015048,0.011763,0.0099816,-0.0040816,-0.0058612,0.0048007,0.00039464,0.081818,83.346
-0.0044945,0.015723,0.014786,0.0087845,0.002755,0.012276,0.0087143,0.0077305,-0.0052093,-0.0048825,-0.0028465,-0.0025232,0.016841,-0.01707,-0.0031891,0.02196,0.017071,0.045132,0.0099109,0.003837,0.0063503,-0.0054931,-0.0368,-0.00039982,-0.0028175,-0.0051928,0.0039938,-0.018493,0.010118,0.015689,-0.004733,0.015605,0.012199,0.010351,-0.0042328,-0.0060783,0.0049785,0.00040926,0.084848,83.803
-0.004655,0.016284,0.015314,0.0090983,0.0028534,0.012715,0.0090255,0.0080066,-0.0053953,-0.0050569,-0.0029482,-0.0026133,0.017442,-0.017679,-0.003303,0.022744,0.017681,0.046744,0.010265,0.003974,0.006577,-0.0056892,-0.038115,-0.0004141,-0.0029182,-0.0053783,0.0041364,-0.019153,0.010479,0.016249,-0.004902,0.016162,0.012635,0.010721,-0.004384,-0.0062954,0.0051563,0.00042388,0.087879,84.309
-0.0048155,0.016846,0.015842,0.009412,0.0029518,0.013153,0.0093367,0.0082827,-0.0055813,-0.0052313,-0.0030498,-0.0027034,0.018044,-0.018289,-0.0034169,0.023528,0.01829,0.048356,0.010619,0.004111,0.0068038,-0.0058854,-0.039429,-0.00042838,-0.0030188,-0.0055637,0.0042791,-0.019814,0.010841,0.016809,-0.0050711,0.01672,0.01307,0.011091,-0.0045351,-0.0065125,0.0053341,0.00043849,0.090909,84.866
-0.004976,0.017407,0.01637,0.0097257,0.0030502,0.013591,0.009648,0.0085588,-0.0057674,-0.0054057,-0.0031515,-0.0027935,0.018645,-0.018898,-0.0035308,0.024313,0.0189,0.049968,0.010973,0.0042481,0.0070306,-0.0060816,-0.040743,-0.00044266,-0.0031194,-0.0057492,0.0044217,-0.020474,0.011202,0.01737,-0.0052401,0.017277,0.013506,0.01146,-0.0046863,-0.0067296,0.0055119,0.00045311,0.093939,85.384
-0.0051365,0.017969,0.016898,0.010039,0.0031486,0.01403,0.0099592,0.0088349,-0.0059534,-0.00558,-0.0032532,-0.0028837,0.019246,-0.019508,-0.0036447,0.025097,0.01951,0.05158,0.011327,0.0043851,0.0072574,-0.0062778,-0.042058,-0.00045694,-0.00322,-0.0059346,0.0045643,-0.021135,0.011564,0.01793,-0.0054091,0.017834,0.013942,0.01183,-0.0048375,-0.0069466,0.0056897,0.00046773,0.09697,85.868
-0.005297,0.01853,0.017426,0.010353,0.003247,0.014468,0.01027,0.009111,-0.0061395,-0.0057544,-0.0033548,-0.0029738,0.019848,-0.020118,-0.0037586,0.025881,0.020119,0.053191,0.011681,0.0045221,0.0074842,-0.006474,-0.043372,-0.00047122,-0.0033207,-0.0061201,0.004707,-0.021795,0.011925,0.01849,-0.0055782,0.018392,0.014378,0.0122,-0.0049887,-0.0071637,0.0058675,0.00048234,0.1,86.413
-0.0054576,0.019092,0.017954,0.010667,0.0033454,0.014907,0.010582,0.0093871,-0.0063255,-0.0059288,-0.0034565,-0.0030639,0.020449,-0.020727,-0.0038725,0.026666,0.020729,0.054803,0.012035,0.0046592,0.007711,-0.0066701,-0.044686,-0.0004855,-0.0034213,-0.0063056,0.0048496,-0.022456,0.012286,0.019051,-0.0057472,0.018949,0.014813,0.012569,-0.0051398,-0.0073808,0.0060453,0.00049696,0.10303,86.914
-0.0056181,0.019653,0.018482,0.010981,0.0034438,0.015345,0.010893,0.0096632,-0.0065116,-0.0061032,-0.0035582,-0.003154,0.021051,-0.021337,-0.0039864,0.02745,0.021339,0.056415,0.012389,0.0047962,0.0079378,-0.0068663,-0.046001,-0.00049978,-0.0035219,-0.006491,0.0049922,-0.023116,0.012648,0.019611,-0.0059163,0.019506,0.015249,0.012939,-0.005291,-0.0075979,0.0062232,0.00051158,0.10606,87.431
-0.0057786,0.020215,0.01901,0.011294,0.0035422,0.015784,0.011204,0.0099393,-0.0066976,-0.0062775,-0.0036598,-0.0032441,0.021652,-0.021947,-0.0041003,0.028234,0.021948,0.058027,0.012743,0.0049333,0.0081646,-0.0070625,-0.047315,-0.00051406,-0.0036226,-0.0066765,0.0051349,-0.023776,0.013009,0.020171,-0.0060853,0.020064,0.015685,0.013309,-0.0054422,-0.007815,0.006401,0.00052619,0.10909,87.926
-0.0059391,0.020776,0.019538,0.011608,0.0036406,0.016222,0.011515,0.010215,-0.0068837,-0.0064519,-0.0037615,-0.0033342,0.022254,-0.022556,-0.0042142,0.029018,0.022558,0.059639,0.013097,0.0050703,0.0083914,-0.0072587,-0.048629,-0.00052834,-0.0037232,-0.0068619,0.0052775,-0.024437,0.01337,0.020732,-0.0062543,0.020621,0.01612,0.013678,-0.0055933,-0.0080321,0.0065788,0.00054081,0.11212,88.328
